"CREATIONDATE","OBJECTDESC","TITLE","CLOSEDDATETIME","CASECLOSUREREASONDESCRIPTION"
"2025-02-15 00:00:00","3346 N CRAMER ST, MILWAUKEE, WI, 53211-3008","Missed Collection: Garbage","","Carts were left out WED 2/12 per schedule.  Recycle was picked up 2/14, got a notice saying obstruction, but it was snow and the worker literally just needed to move the cart one foot, instead they ignored it.  Recycle bins are completely full.  Please have special pick up"
"2025-02-15 00:00:00","3346 N CRAMER ST, MILWAUKEE, WI, 53211-3008","Missed Collection: Recycling","","carts left out per schedule.  both recycle and garbage were out because both were missed due to snow.  On 2/14, recycle was collected but because my cart was next to the other one, because of snow, they refused and left an obstruction notice.  Workers could have moved the cart one foot to get it."
"2025-02-15 00:00:00","1500 N 52ND ST, MILWAUKEE, WI, 53208-2222","Missed Collection: Garbage","","Good morning, I understand snow removal was the top priority for the crews. Excellent job as usual and thank you! Garbage collection was missed for our block on 1500 N 52nd. It stated it was supposed to be collect yesterday 2/14 and now it shows online that garbage will be collected on 2/21. If we could have that collected prior to 2/21, I'd appreciate it. Thank you! Lyra"
"2025-02-15 00:00:00","4346 N 83RD ST, MILWAUKEE, WI, 53222-1810","Missed Collection: Garbage","","Friday collection missed"
"2025-02-15 00:00:00","3873 N 41ST ST, MILWAUKEE, WI, 53216-3065","INFO ONLY: Snow Plow Information","2025-02-15 00:00:00","Snow operations need more time"
"2025-02-15 00:00:00","1329 N 32ND ST, MILWAUKEE, WI, 53208-2456","Sewer Odor","","SEWAGE SMELL"
"2025-02-15 00:00:00","340 W RESERVOIR AV, MILWAUKEE, WI, 53212-3631","Object to License","2025-02-15 00:00:00","The bar license is currently pending transfer to Kimberly Lloyd, who has exhibited irresponsible behavior that may pose a risk to public safety. Concerns arise from her repeated incidents of drinking and driving, including a recent OWI charge where she was pulled over while under the influence with her minor child in the vehicle. Granting her a bar license could further endanger the community."
"2025-02-15 00:00:00","437 E WARNIMONT AV, MILWAUKEE, WI, 53207-3333","Street Light Out","2025-02-16 00:00:00",""
"2025-02-15 00:00:00","2437 N 37TH ST, MILWAUKEE, WI, 53210-3045","No Heat","","Hi I rent a house on 37th the house address is 2437 N 37th the house is own by Smart Access they don’t really come to fix any problems if you call them but my furnace is not working correctly I have sent in two maintenance request and even call them some man came out and wasn’t even here for 30 minutes I explained that I had no heat and it’s so cold in the house I have to run my stove and I have 2 small children and one just has medical issues where being in an environment that has no heat cause his condition to act up but the furnace doesn’t stay on the man didn’t say anything he look at the thermostat and was going down to the basement I told him that the heat keep cutting off my thermostat can be on 80 and the heat can run and it automatically cuts offs and not come back on at all you have to go downstairs to bang and flip a switch and it redoes it all over again to where I gotta do down there again but the maintenance guy didn’t do any thing he told me that it wasn’t doing that furnace it’s not staying lit and he didn’t leave no type of contact for to check and make sure everything was still running okay literally was in my house less than 20mins than gone say it’s fix  the heat was running and after he left it cuts right back off 20 minutes  after he left it’s really cold my whole entire house is cold they don’t call you back to see anything was fix I been dealing with this for a week now and we have days that our going to be in the negative temperature coming this week and my kids cannot be in the house where there’s no heat I truly fill like they our not taking this matter seriously  because I can’t even get in contact with owners who owns the agency of smart Assets"
"2025-02-15 00:00:00","2009 N 37TH ST, MILWAUKEE, WI, 53208-1804","Icy Road","2025-02-15 00:00:00","Other side of street needs plowing ASAP please ?"
"2025-02-15 00:00:00","1545 N 7TH ST, MILWAUKEE, WI, 53205-0000","City-Owned Building - Sidewalks Not Shoveled","","Why the plow doesn’t move the snow to the crib in Hillside a city development"
"2025-02-15 00:00:00","3456 S WHITNALL AV, MILWAUKEE, WI, 53207-3312","Street Light Out","2025-02-16 00:00:00","Street lights are out at my address and east on Morgan Ave. This is third/fourth time in a year that we have had this reported. Please fix. Thank you"
"2025-02-15 00:00:00","8126 W GLEN AV, MILWAUKEE, WI, 53218-2528","Recycling Cart Not Returned to Storage Location","","cart has been sitting on the curb for two weeks"
"2025-02-14 00:00:00","9216 W BLUE MOUND RD, MILWAUKEE, WI, 53226-0000","Missed Collection: Recycling","","Collection date was scheduled for 2/12 for our neighborhood.  Carts have been on curb, no pick up was made."
"2025-02-14 00:00:00","7000 W LAKEFIELD DR, MILWAUKEE, WI, 53219-4022","Street Light Out","2025-02-15 00:00:00","Light has been out for a week now."
"2025-02-14 00:00:00","2026 S 15TH ST, MILWAUKEE, WI, 53204-3708","Snow Plow Request","2025-02-14 00:00:00","It does not look like the snow plow came through due to parking."
"2025-02-14 00:00:00","1806 E KANE PL, MILWAUKEE, WI, 53202-0000","Snow Supervisor Request","2025-02-14 00:00:00","Snow not shoveled in front of apartment or at northeast corner of prospect and Kane. Unable to walk. Thank you."
"2025-02-14 00:00:00","2010 N 31ST ST, MILWAUKEE, WI, 53208-1961","INFO ONLY: Garbage Collection Day Information Request","2025-02-14 00:00:00",""
"2025-02-14 00:00:00","3605 S 75TH ST, MILWAUKEE, WI, 53220-1139","Recycling Supervisor Notification","","crew emptied the carts on street and got box next to caller's cart but did not empty her cart, nothing contaminated"
"2025-02-14 00:00:00","811 N HAWLEY RD, MILWAUKEE, WI, 53213-3219","Potholes","","null"
"2025-02-13 00:00:00","2024 S LENOX ST, MILWAUKEE, WI, 53207-1210","Snow Plow Request (DO NOT USE)","2025-02-13 00:00:00","We got salted in the early morning or Wednesday morning but haven’t seen a plow at all."
"2025-02-13 00:00:00","4407 N 53RD ST, MILWAUKEE, WI, 53218-5711","Snow Plow Request (DO NOT USE)","2025-02-14 00:00:00","SNOW PLOW REQUEST ENTIRE BLOCK"
"2025-02-13 00:00:00","5543 N 52ND ST","Snow Plow Request (DO NOT USE)","2025-02-13 00:00:00","The snowplow is not dropping salt on out streets. Since yesterday it only passed once and there is alot of snow accunulated on the street block."
"2025-02-13 00:00:00","1722 W JUNEAU AV, MILWAUKEE, WI, 53233-0000","Missing Sewer Lid or Grate","","MISSING SEWER GRATE"
"2025-02-13 00:00:00","6500 N 51ST ST, MILWAUKEE, WI, 53223-6010","Snow Plow Request (DO NOT USE)","2025-02-14 00:00:00","Snow plow operator overnight did a great job curb to curb, much appreciated for the hard work last night. 51st St looks great!"
"2025-02-13 00:00:00","7900 W WINFIELD AV, MILWAUKEE, WI, 53218-1154","Snow Plow Request (DO NOT USE)","2025-02-14 00:00:00","curb to curb"
"2025-02-13 00:00:00","1128 E LOCUST ST, MILWAUKEE, WI, 53212-0000","City-Owned Vacant Lots - Sidewalks Not Shoveled","2025-02-14 00:00:00","Sidewalk on north side of Locust between Dousman and Humboldt needs shoveling"
"2025-02-12 00:00:00","3215 N HACKETT AV, MILWAUKEE, WI, 53211-3140","Large Items Discarded on Private Property","2025-02-12 00:00:00","Fridge, microwaves and other debris."
"2025-02-12 00:00:00","3738 W SCOTT ST, MILWAUKEE, WI, 53215-1404","Missed Collection: Garbage","","My garbage was not collected"
"2025-02-12 00:00:00","3251 N 88TH ST, MILWAUKEE, WI, 53222-3603","Large Items Discarded on Private Property","2025-02-13 00:00:00","3251 88th street always has overflowing garbage cans. I have seen rats and squirrels going through the garbage, which gets spread all over alley. This morning I noticed that they helped themselves to my garbage can....where am I supposed to put my garbage now!"
"2025-02-12 00:00:00","8333 W MORGAN AV, MILWAUKEE, WI, 53220-1037","Parking on Unapproved Surface, Private Property","","dark green suburban license plate 372-ZXV parked on sidewalk playing stereo loud all night"
"2025-02-11 00:00:00","2543 S LENOX ST, MILWAUKEE, WI, 53207-1803","Barricade or Guardrail Problem","2025-02-12 00:00:00","Caller states road closed sign along E Otjen St side of location has been on site  for several weeks after work completed."
"2025-02-11 00:00:00","4025 N SHERMAN BL, MILWAUKEE, WI, 53216-0000","Scattered Litter and Debris on Private Property","","Trash at the alley."
"2025-02-11 00:00:00","3843 N 68TH ST, MILWAUKEE, WI, 53216-2009","Broken Branch Down - Not Blocking","2025-02-12 00:00:00","Tree branch down from windy day last week sitting on side of yard near street at 3843/45 N 68th Street Milwaukee, WI 53218"
"2025-02-11 00:00:00","4036 N 44TH ST, MILWAUKEE, WI, 53216-1502","INFO ONLY: Garbage Disposal Info Request","2025-02-11 00:00:00",""
"2025-02-11 00:00:00","3745 S 3RD ST, MILWAUKEE, WI, 53207-3850","Area Dark","2025-02-11 00:00:00","Lights are out for the 5th straight night"
"2025-02-11 00:00:00","181 W CRAWFORD AV, MILWAUKEE, WI, 53207-3865","Street Light Out","2025-02-11 00:00:00","whole street and block lights out"
"2025-02-11 00:00:00","3864 S 78TH ST, MILWAUKEE, WI, 53220-1666","Parking on Unapproved Surface, Private Property","","car parked on patio."
"2025-02-11 00:00:00","9426 W BLUE MOUND RD, MILWAUKEE, WI, 53226-4451","Area Dark","2025-02-11 00:00:00",""
"2025-02-11 00:00:00","3100 W CAMERON AV, MILWAUKEE, WI, 53209-5437","Icy Road","","watermain break road is slippery"
"2025-02-10 00:00:00","3963 S LOGAN AV, MILWAUKEE, WI, 53207-4549","Alley Light Out","","Alley light out kast 5 days."
"2025-02-10 00:00:00","3800 N 62ND ST, MILWAUKEE, WI, 53216-2109","Garbage Cart Collection Request: Cart Not at Collection Point","",""
"2025-02-10 00:00:00","1902 W CAPITOL DR, MILWAUKEE, WI, 53206-2461","Dead Animal","2025-02-11 00:00:00","Dead Dog in road"
"2025-02-10 00:00:00","3543 S MASSACHUSETTS AV, MILWAUKEE, WI, 53220-1179","Other Miscellaneous Forestry Request","","The city recommended that I reach back out to the city nearer to spring 2025 & request to have several yards (guessing 7 or 8 cu yards) of sifted topsoil spread/then seeded for grass or sod. (see attached image for overflow text)"
"2025-02-10 00:00:00","5119 A W NORTH AV, MILWAUKEE, WI, 53208-1122","Bulky Pickup & San Inspector Notification","","I need a mattress disposed of. New one has been delivered. I have no way of transporting it Myself"
"2025-02-10 00:00:00","3051 S 41ST ST, MILWAUKEE, WI, 53215-3562","Scattered Litter and Debris on Private Property","2025-02-11 00:00:00","They are moving more people into this house looks like they have people in the basement again. There was a rat in the carpet that they have in the backyard."
"2025-02-10 00:00:00","2444 N 40TH ST, MILWAUKEE, WI, 53210-3015","Garbage Cart: Additional","","DUPLEX ADDITIONAL G CART NEEDED"
"2025-02-10 00:00:00","2331 N BUFFUM ST, MILWAUKEE, WI, 53212-3305","Recycling Cart: No Cart","","single, no r-cart on site"
"2025-02-10 00:00:00","812 N MARTIN L KING JR DR, MILWAUKEE, WI, 53203-1701","Graffiti","","Graffiti on the building."
"2025-02-10 00:00:00","2767 N 28TH ST, MILWAUKEE, WI, 53210-2612","Missed Collection: Garbage","","g-carts at collection point"
"2025-02-10 00:00:00","2121 W NASH ST, MILWAUKEE, WI, 53206-1851","Recycling Supervisor Notification","2025-02-11 00:00:00","Courtesy; says other dumped a number of empty cardboard boxes broken down by garage off alley. Elderly caller dealing with health issues, can't tidy up herself. Hoping City can just remove before next approx r-day 2/17 start."
"2025-02-10 00:00:00","4934 W FAIRMOUNT AV, MILWAUKEE, WI, 53218-4338","Recycling Cart: Damaged","","r-crew left notification to replace r-cart due to damage"
"2025-02-09 00:00:00","235 S 69TH ST, MILWAUKEE, WI, 53214-1611","Loose Lid","2025-02-10 00:00:00","Per Oper #98, approx area, by S 70th & W Kearney St, Northbound by I-94-East on-ramp, manhole lid loose, half on. x M-5."
"2025-02-09 00:00:00","2672 N PIERCE ST, 1, MILWAUKEE, WI, 53212-2955","Potholes","2025-02-10 00:00:00","Potholes in road, getting larger with time."
"2025-02-09 00:00:00","162 N 91ST PL, MILWAUKEE, WI, 53226-4526","Street Light Out","2025-02-09 00:00:00",""
"2025-02-09 00:00:00","716 S 10TH ST","Bulky Pickup & San Inspector Notification","","Mattress and shopping cart full of garbage abandoned in alley."
"2025-02-09 00:00:00","1002 W PIERCE ST","Large Items Discarded on Private Property","","This property has had a large pile of gravel on the sidewalk and going in to the street for months."
"2025-02-09 00:00:00","716 S 10TH ST","Alley Light Out","2025-02-10 00:00:00","Alley light has been out for 2 years. Have put in multiple requests."
"2025-02-09 00:00:00","2069 W HOWARD AV, MILWAUKEE, WI, 53221-1945","Street Light Cycling","2025-02-10 00:00:00","Lights are out"
"2025-02-09 00:00:00","338 W NORTH AV, MILWAUKEE, WI, 53212-3145","Special Pickup - Accident Debris","2025-02-10 00:00:00",""
"2025-02-09 00:00:00","9148 W CHESTER ST, MILWAUKEE, WI, 53214-0000","Street Light Out","2025-02-10 00:00:00","Multiple street lights out on W Chester since at least Friday, 2/7."
"2025-02-09 00:00:00","3430 W LISBON AV, MILWAUKEE, WI, 53208-1948","Special Pickup - Accident Debris","2025-02-10 00:00:00",""
"2025-02-09 00:00:00","2806 S PINE AV, MILWAUKEE, WI, 53207-2221","Area Dark","2025-02-10 00:00:00",""
"2025-02-09 00:00:00","4184 N 14TH ST, MILWAUKEE, WI, 53209-6907","Backwater","2025-02-09 00:00:00","backwater inside house"
"2025-02-09 00:00:00","3416 N 79TH ST, MILWAUKEE, WI, 53222-3937","Backwater","","backwater in home"
"2025-02-09 00:00:00","4201 N 72ND ST, MILWAUKEE, WI, 53216-1037","Clogged Catch Basin/Surface Flooding","2025-02-10 00:00:00","Surface sewer on corner 72nd and Hope Ave.  is packed to the top with leaves. It happens every year. Someone in the neighborhood is raking leaves and stuffing the debris in the sewer every year."
"2025-02-09 00:00:00","626 E KILBOURN AV, MILWAUKEE, WI, 53202-0000","Area Dark","","AREA DARK // CHECK FOR LOCAL CIRCUIT TROUBLE"
"2025-02-09 00:00:00","3047 N MURRAY AV, MILWAUKEE, WI, 53211-3205","Backwater","2025-02-09 00:00:00","Sewer is flooding into street, low water pressure"
"2025-02-09 00:00:00","1400 W ARTHUR AV, MILWAUKEE, WI, 53215-3351","Area Dark","2025-02-10 00:00:00","AREA DARK FOR HOURS AND HOURS NOW."
"2025-02-09 00:00:00","7801 W GRANTOSA DR","Street Light Out","2025-02-10 00:00:00","Street light in front of my house hasn’t worked in over a year."
"2025-02-09 00:00:00","1519 N 53RD ST, MILWAUKEE, WI, 53208-2230","Backwater","2025-02-09 00:00:00","I have sewage backup in my basement. The streets around my house have been getting sewer maintenance over the past month.  Thursday the 6th or Friday the 7th, my drainage pipe stopped working and water/sewage has been backing up into my basement. Please advise. I assume you'd send someone over to snake the drain. I last had the drain cleared by professionals in mid 2024."
"2025-02-09 00:00:00","921 N MARSHALL ST, MILWAUKEE, WI, 53202-0000","Potholes","2025-02-10 00:00:00",""
"2025-02-09 00:00:00","6872 N 40TH ST, MILWAUKEE, WI, 53209-2225","Garbage Cart Not Returned to Storage Location","2025-02-10 00:00:00","wed pick-up, it is Sunday..... Thank-You"
"2025-02-09 00:00:00","3034 N 30TH ST, MILWAUKEE, WI, 53210-2026","Missing Sewer Lid or Grate","2025-02-09 00:00:00","SEWER LID MISSING"
"2025-02-09 00:00:00","2305 E MORGAN AV","Missed Collection: Garbage","","Scheduled garbage pickup has been missed for last two scheduled pickups (2 weeks)"
"2025-02-09 00:00:00","1402 W MEINECKE AV, MILWAUKEE, WI, 53206-0000","Scattered Litter and Debris on Private Property","","Garbage cans over flowing because there not setting them out to curb line to be collected"
"2025-02-09 00:00:00","1521 N 54TH ST, MILWAUKEE, WI, 53208-2266","Missed Collection: Additional Items","","I submitted a request for Christmas tree collection on Dec 29 - request number 16468723. The issue was marked as completed but the tree is still here."
"2025-02-09 00:00:00","3136 N 30TH ST, MILWAUKEE, WI, 53216-3820","Missing Sewer Lid or Grate","2025-02-09 00:00:00","Missing sewer lid"
"2025-02-08 00:00:00","2009 N 37TH ST, MILWAUKEE, WI, 53208-1804","Miscellaneous Street Maintenance Request","","Street needs to be cleaned ASAP. Especially in front of 2009 n 37th St ASAP"
"2025-02-08 00:00:00","2009 N 37TH ST, MILWAUKEE, WI, 53208-1804","Stop Sign","","The stop sign at the corner of 37th and Brown is turned the wrong way which can cause a accident please ? fix ASAP"
"2025-02-08 00:00:00","5415 S 23RD ST, MILWAUKEE, WI, 53221-3704","Miscellaneous Street Maintenance Request","","Yield sign blown down"
"2025-02-08 00:00:00","1728 W NASH ST, MILWAUKEE, WI, 53206-2414","Broken Branch Hanging Over Street","","BBH OVER ROADWAY 1502 W NASH ST"
"2025-02-08 00:00:00","2472 S 6TH ST, MILWAUKEE, WI, 53215-3225","Dead Animal","","Dead opossum in traffic !!!!"
"2025-02-08 00:00:00","231 W WISCONSIN AV, MILWAUKEE, WI, 53203-0000","Bulky Pickup & San Inspector Notification","","The item is a medium-sized grey and green storage container. It is in the alley, next to the dumpsters"
"2025-02-08 00:00:00","1300 W COLLEGE AV, MILWAUKEE, WI, 53221-6000","Construction Concerns","","plate shifted on 13th College called out Street Maintenance"
"2025-02-08 00:00:00","3121 N 33RD ST, MILWAUKEE, WI, 53216-3846","Backwater","2025-02-08 00:00:00","backwater in basement"
"2025-02-08 00:00:00","4680 N 19TH PL, MILWAUKEE, WI, 53209-6437","Broken Branch Down - Blocking Sidewalk","","Due to the high winds the tree branches are breaking, this is the 2nd time within a year a request was made due to this tree."
"2025-02-07 00:00:00","1551 N 18TH ST, MILWAUKEE, WI, 53205-2041","DNS - No Contact Info X2268 Internal Transfer","2025-02-07 00:00:00",""
"2025-02-07 00:00:00","180 N 93RD ST, MILWAUKEE, WI, 53226-4401","Street Light Out","","Street lights out after electrical power outage in the area last night"
"2025-02-07 00:00:00","3460 N 90TH ST, MILWAUKEE, WI, 53222-3653","Street Light Out","2025-02-08 00:00:00","Street Light has been out for over a week."
"2025-02-07 00:00:00","8920 W BLUE MOUND RD, 2, MILWAUKEE, WI, 53226-4568","Area Dark","2025-02-08 00:00:00",""
"2025-02-07 00:00:00","4401 N GREEN BAY AV, MILWAUKEE, WI, 53209-0000","All Other Signs","","Bus stop sign was knocked down sometime ago, it needs to be replaced because buses are passing people who are standing there. It's for route 80 on N Greenbay Ave and W Congress St. 
by the Citgo gas station at  This is my second time reporting, someone came for the actual sign that was on the ground, but have not replaced it yet."
"2025-02-07 00:00:00","1647 N ASTOR ST, MILWAUKEE, WI, 53202-2107","Garbage Cart Not Returned to Storage Location","","Recycling and Garbage Cart left at curb on Kewaunee side of property for weeks"
"2025-02-07 00:00:00","908 E KEWAUNEE ST, MILWAUKEE, WI, 53202-2114","Garbage Cart Not Returned to Storage Location","","Carts left at curb for days"
"2025-02-07 00:00:00","3404 S 32ND ST, MILWAUKEE, WI, 53215-4204","Area Dark","2025-02-07 00:00:00",""
"2025-02-07 00:00:00","601 E MEINECKE AV, MILWAUKEE, WI, 53212-3432","Garbage Cart: Damaged","","4 unit, 4 carts, one is missing lid"
"2025-02-07 00:00:00","1824 E PARK PL, MILWAUKEE, WI, 53211-0000","Property Not Recorded Properly","","LLC not recorded"
"2025-02-07 00:00:00","2223 W CONGRESS ST, MILWAUKEE, WI, 53209-6313","Alley Light Out","2025-02-08 00:00:00","light out for 1 week"
"2025-02-07 00:00:00","2223 W CONGRESS ST, MILWAUKEE, WI, 53209-6313","Street Light Cycling","2025-02-08 00:00:00","light across the street is cycling"
"2025-02-07 00:00:00","3371 S 66TH ST, MILWAUKEE, WI, 53219-4212","Area Dark","2025-02-07 00:00:00","from ohio to morgan from 64th to 68th, x5944"
"2025-02-07 00:00:00","4600 W BURLEIGH ST","Area Dark","","several blocks of E. Burleigh St. have no lights centered around N. 46th St."
"2025-02-07 00:00:00","10710 W FLORIST AV, MILWAUKEE, WI, 53225-2402","INFO ONLY: Recycling Collection Day Information Request","2025-02-07 00:00:00",""
"2025-02-07 00:00:00","3075 N 45TH ST","Settlement","","Large dangerous depression in eastbound lane of W. Burleigh St. WILL DAMAGE CARS"
"2025-02-07 00:00:00","2876 N 32ND ST","Special Pickup - Accident Debris","","Bus crashed yesterday in the intersection of W. Fond du Lac & W. Locust St. Debris still under railroad crossing and on south side of W. Locust St."
"2025-02-06 00:00:00","3508 N 40TH ST, MILWAUKEE, WI, 53216-3419","Missed Collection: Garbage","2025-02-07 00:00:00","Missed collection still left on curb."
"2025-02-06 00:00:00","9192 N 70TH ST, MILWAUKEE, WI, 53223-2116","Special Pickup - Accident Debris","2025-02-07 00:00:00","Missed garbage collection"
"2025-02-06 00:00:00","6650 N 55TH ST, MILWAUKEE, WI, 53223-5910","Dead Animal","","dead possum in street, near curb"
"2025-02-06 00:00:00","2123 S LAYTON BL, MILWAUKEE, WI, 53215-2456","Recycling Cart: Damaged","","Cart is cracked with hole on side"
"2025-02-05 00:00:00","2820 N 89TH ST, MILWAUKEE, WI, 53222-4604","Scattered Litter and Debris on Private Property","","Frequent overflowing garbage"
"2025-02-05 00:00:00","2821 N 88TH ST, MILWAUKEE, WI, 53222-4647","Rats or Rat Harborage","","The rat holes are on her own property around the house. Please ring bell and bait"
"2025-02-05 00:00:00","921 W LAPHAM BL, 18, MILWAUKEE, WI, 53204-3434","Dead Animal","2025-02-05 00:00:00","Dead animal in the street around this spot please pick up"
"2025-02-05 00:00:00","3548 N 10TH ST, MILWAUKEE, WI, 53206-3311","Scattered Litter and Debris on Private Property","2025-02-05 00:00:00","Scattered debris"
"2025-02-05 00:00:00","3548 N 10TH ST, MILWAUKEE, WI, 53206-3311","Scattered Litter and Debris on Private Property","2025-02-05 00:00:00","Scattered Debris"
"2025-02-05 00:00:00","3538 N 10TH ST, MILWAUKEE, WI, 53206-3311","Scattered Litter and Debris on Private Property","","Scattered Debris"
"2025-02-05 00:00:00","3543 N 10TH ST, MILWAUKEE, WI, 53206-3312","Scattered Litter and Debris on Private Property","2025-02-05 00:00:00","Scattered Debris"
"2025-02-05 00:00:00","3547 N 10TH ST, MILWAUKEE, WI, 53206-3312","Scattered Litter and Debris on Private Property","2025-02-05 00:00:00","Scattered debris"
"2025-02-05 00:00:00","3551 N 10TH ST, MILWAUKEE, WI, 53206-3312","Scattered Litter and Debris on Private Property","2025-02-05 00:00:00","Scattered debris"
"2025-02-05 00:00:00","2542 N 12TH ST, MILWAUKEE, WI, 53206-0000","City-Owned Vacant Lot Weeds","2025-02-05 00:00:00","Long grass and scattered debris"
"2025-02-05 00:00:00","2842 N 12TH ST, MILWAUKEE, WI, 53206-2615","Bulky Pickup & San Inspector Notification","2025-02-06 00:00:00","Illegal dumping and car parked on lot"
"2025-02-05 00:00:00","4909 N 39TH ST, MILWAUKEE, WI, 53209-0000","Zoning Violation","2025-02-05 00:00:00","Parking lot in need of re-paving."
"2025-02-05 00:00:00","2836 N 12TH ST, MILWAUKEE, WI, 53206-0000","Scattered Litter and Debris on Private Property","2025-02-05 00:00:00","Debris on city lot"
"2025-02-05 00:00:00","2036 N PROSPECT AV, MILWAUKEE, WI, 53202-0000","Large Items Discarded on Private Property","2025-02-05 00:00:00","Christmas tree with lights."
"2025-02-05 00:00:00","3450 N 9TH ST, MILWAUKEE, WI, 53206-2811","City-Owned Building Cleanup","2025-02-06 00:00:00","Scattered debris"
"2025-02-05 00:00:00","3439 N 8TH ST, MILWAUKEE, WI, 53206-0000","City-Owned Vacant Lot Cleanup","2025-02-06 00:00:00","Scattered debris"
"2025-02-05 00:00:00","3434 N 9TH ST, MILWAUKEE, WI, 53206-2811","Bulky Pickup & San Inspector Notification","","Contaminated RC Carts"
"2025-02-05 00:00:00","2968 N 18TH ST, MILWAUKEE, WI, 53206-2138","Garbage Supervisor Callback","","caller states their garbage is often missed"
"2025-02-05 00:00:00","3538 N 10TH ST, MILWAUKEE, WI, 53206-3311","Bulky Pickup & San Inspector Notification","2025-02-06 00:00:00","Contaminated RC carts and scattered debris"
"2025-02-05 00:00:00","3403 N 8TH ST, MILWAUKEE, WI, 53206-0000","City-Owned Vacant Lot Cleanup","2025-02-06 00:00:00","Scattered debris, clean up"
"2025-02-05 00:00:00","6164 N 87TH ST, MILWAUKEE, WI, 53225-1941","Sanitation Inspector Callback","2025-02-05 00:00:00","CALLER ASKING TO SPEAK WITH SUP ABOUT 1-2 DAY EXTENSION FOR VIOLATION NOTICE"
"2025-02-05 00:00:00","4551 N 21ST ST, MILWAUKEE, WI, 53209-6306","Special Pickup: Construction Material, Less Than 2 Cubic Yards","2025-02-07 00:00:00","const mat in alley, toilet & aware of fees"
"2025-02-05 00:00:00","4551 N 21ST ST, MILWAUKEE, WI, 53209-6306","INFO ONLY: Recycling (How To) Information","2025-02-05 00:00:00",""
"2025-02-05 00:00:00","2951 S 53RD ST, MILWAUKEE, WI, 53219-3334","Street Light Cycling","2025-02-06 00:00:00","Street light is out and sometimes very dim"
"2025-02-04 00:00:00","335 E MONTANA ST, MILWAUKEE, WI, 53207-2017","Street Light Out","","Block of 335 e Montana street and surrounding area is out"
"2025-02-04 00:00:00","4404 N 55TH ST, MILWAUKEE, WI, 53218-5714","Garage in Disrepair","2025-02-04 00:00:00","Garage falling apart, door left open 24/7 rodents in and out causing problems for neighbors for months. Trash & debris everywhere. All types of cars in and out but no one fixes anything. Keep complaining no results"
"2025-02-04 00:00:00","2912 N 85TH ST, MILWAUKEE, WI, 53222-4718","Bulky Pickup & San Inspector Notification","","Can you please send an inspector. This is currently a mild situation. But it is still disgusting that they have 3 garbage bins and they are all overflowing. Just asking for animals to come and wind to blow it all over the alley."
"2025-02-04 00:00:00","2352 N 51ST ST, MILWAUKEE, WI, 53210-0000","Rats or Rat Harborage","2025-02-04 00:00:00","Since New tenant moved in mice all in buildings garbage all over in halls pit bulls in apartments people smoking weed in halls and sleep in halls building not secure nothing has been done. Them someone tried to break in and the would not fix my lock"
"2025-02-04 00:00:00","1711 W CENTER ST, MILWAUKEE, WI, 53206-2107","Dead Animal","2025-02-04 00:00:00","Raccoon on the grass (been here 2weeks).  Across the street from this address, westbound lane"
"2025-02-04 00:00:00","2748 S ADAMS AV, MILWAUKEE, WI, 53207-2129","Area Dark","2025-02-04 00:00:00","Entire BLocks"
"2025-02-04 00:00:00","2979 N 49TH ST, MILWAUKEE, WI, 53210-1636","Miscellaneous Sewers Request","2025-02-04 00:00:00","Caller reports putting out a small fire that was in a hole a city crew was recently working on on the corner of Chambers and 49th.  She's calling 911.  Called into 5197"
"2025-02-04 00:00:00","2979 N 49TH ST, MILWAUKEE, WI, 53210-1636","Miscellaneous Internal Transfer","2025-02-04 00:00:00","5197"
"2025-02-04 00:00:00","2468 S BURRELL ST, MILWAUKEE, WI, 53207-1522","Potholes","","The street of S. Burrell from Montana to Lincoln Ave. The whole street is filled with potholes , cracks, bumps.  Many spots filled over and over and over again."
"2025-02-04 00:00:00","6588 N 66TH ST, MILWAUKEE, WI, 53223-5708","Garbage Cart: Damaged","","I need replacements or need repairs on 1 Recycle Blue Cart and 1 Green Garage Cart, both wheels came off/broken and making it hard to move from Garage to Front Curb."
"2025-02-03 00:00:00","9109 N 70TH ST, MILWAUKEE, WI, 53223-2115","Missed Collection: Recycling","2025-02-04 00:00:00","Caller states R-Cart was missed along ASL route. Requesting collection."
"2025-02-03 00:00:00","7909 W BRADLEY RD, MILWAUKEE, WI, 53223-3229","Garbage Cart Collection Request: Cart Not at Collection Point","2025-02-04 00:00:00","Courtesy; caller forgot g-day; only g-cart out now at curb; please empty or call if issue."
"2025-02-03 00:00:00","2701 S 15TH ST, 2, MILWAUKEE, WI, 53215-3701","Garbage Cart Collection Request: Cart Not at Collection Point","2025-02-03 00:00:00",""
"2025-02-03 00:00:00","2701 S 15TH ST, 2, MILWAUKEE, WI, 53215-3701","Sanitation Cart Collection Printed Schedules Request","2025-02-03 00:00:00",""
"2025-02-03 00:00:00","2770 N LEFEBER AV, MILWAUKEE, WI, 53210-1140","Garbage Cart Collection Request: Cart Not at Collection Point","2025-02-04 00:00:00","courtesy service, please"
"2025-02-03 00:00:00","2703 N 48TH ST, MILWAUKEE, WI, 53210-2447","Area Dark","2025-02-04 00:00:00","Out on Center Street from 48th to 60th.  They're working on 45th street."
"2025-02-02 00:00:00","3784 N HUMBOLDT BL, MILWAUKEE, WI, 53212-1739","Missed Collection: Recycling","2025-02-03 00:00:00",""
